id	context	tone	vars	chars_ko	ko	en	ja	zh_cn
quest.eat.lore	온보딩 목표 트래커	혼잣말·반말		57	'빈속으로는 반나절도 못 버틴다. 그리고 신선한 건 먼저 먹어라 — 냉장고가 없으면 내일이면 상한다.'	'An empty stomach won't last half a day. And eat the fresh stuff first — without a fridge, it won't see tomorrow.'	「空きっ腹では半日も持たない。それと、新鮮なものから先に食べろ — 冷蔵庫がなければ明日には傷む。」	
quest.eat.done	온보딩 목표 트래커	혼잣말·반말		29	끔찍한 통조림 맛. 하지만 살아있다는 맛이기도 하다.	The can tastes awful. It also tastes like being alive.	ひどい缶詰の味。だが、生きているという味でもある。	
quest.place.lore	온보딩 목표 트래커	혼잣말·반말		53	'집이라 부르려면 뭐라도 놓아야지. 나는 침대부터 들였다. 잘 곳이 정해지면 마음도 정해진다.'	'To call it home, put something in it. I started with a bed. Settle where you sleep, and the heart follows.'	「家と呼ぶなら、何か置くことだ。私はまずベッドを入れた。寝る場所が決まれば、心も決まる。」	
quest.place.done	온보딩 목표 트래커	혼잣말·반말		26	방이 조금 덜 비어 보인다. 이상하게 든든하다.	The room looks a little less empty. Strangely reassuring.	部屋が少し空っぽじゃなくなった。不思議と心強い。	
quest.depart.lore	온보딩 목표 트래커	혼잣말·반말		41	'해가 높을 때 나가라. 가까운 주거지역부터. 욕심은 부상으로 돌아온다.'	'Go out while the sun is high. Start with the houses nearby. Greed comes back as injuries.'	「日が高いうちに出ろ。近くの住宅地区から。欲は怪我になって返ってくる。」	
quest.depart.done	온보딩 목표 트래커	혼잣말·반말		24	문을 나선다 — 하루의 절반은 바깥에 있다.	Out the door. Half of every day lives outside.	ドアを出る — 一日の半分は外にある。	
quest.sleep.lore	온보딩 목표 트래커	혼잣말·반말		40	'기운이 없을 땐 자야지. 별수 없다 — 몸이 장부고, 잠이 결산이다.'	'When the strength is gone, sleep. No way around it — the body keeps the ledger, and sleep settles it.'	「力が出ないときは寝ることだ。仕方ない — 体が帳簿で、眠りが決算だ。」	
quest.sleep.done	온보딩 목표 트래커	혼잣말·반말		31	눈꺼풀이 무겁다. 아침이 알아서 하루를 정리해줄 것이다.	Your eyelids are heavy. Morning will sort the day out for you.	まぶたが重い。朝が勝手に一日を片付けてくれるだろう。	
quest.craft.lore	온보딩 목표 트래커	혼잣말·반말		45	'주운 것은 재료일 뿐. 손을 움직여야 물건이 된다. 천 두 장이면 붕대 하나.'	'What you scavenge is only material. Hands make it into things. Two cloth makes one bandage.'	「拾ったものは材料にすぎない。手を動かしてこそ物になる。布二枚で包帯一つ。」	
quest.craft.done	온보딩 목표 트래커	혼잣말·반말		25	손끝에서 뭔가 만들어지는 감각 — 오랜만이다.	The feeling of making something. It's been a while.	指先で何かが形になる感覚 — 久しぶりだ。	
quest.clean.lore	온보딩 목표 트래커	혼잣말·반말		37	'마지막으로 — 집을 닦아라. 더러운 집엔 병이 먼저 이사 온다.'	'Last — keep it clean. Sickness moves into a dirty home before you do.'	「最後に — 家を磨け。汚れた家には、病気が先に引っ越してくる。」	
quest.clean.done	온보딩 목표 트래커	혼잣말·반말		33	수첩의 첫 장이 끝났다. 이제 이 하루의 리듬은 내 것이다.	The notebook's first chapter ends here. The rhythm of these days is mine now.	手帳の最初の章が終わった。もうこの一日のリズムは私のものだ。	
mode.zen.lock	난이도 모드 선택 카드	시스템·다나까	{n}	20	겨울을 {n}번 넘긴 사람의 것이다.	It belongs to those who have crossed {n} winter.	冬を{n}回越えた者のものだ。	
mode.zen.lockToast	난이도 모드 선택 카드	시스템·다나까	{n}	25	어느 모드로든 겨울 {n}번을 넘기면 열린다.	Opens after crossing {n} winter in any mode.	どのモードでも冬を{n}回越えれば解放される。	
ev.thawstream.title	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		11	마당을 가로지르는 물	Water Across the Yard	庭を横切る水	
ev.thawstream.text	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		59	눈 녹은 물이 가늘게 길을 내며 마당을 가로지른다. 겨우내 얼어 있던 것들이 전부 어디론가 흘러가는 소리.	Meltwater cuts a thin path across the yard. The sound of everything that froze all winter, flowing off to somewhere.	雪解け水が細い道を作り、庭を横切っていく。冬のあいだ凍っていたものが、すべてどこかへ流れていく音。	
ev.thawstream.c0	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		12	💧 대야를 받쳐 둔다	💧 Set a basin under it	💧 たらいを置いて受ける	
ev.thawstream.c1	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		8	물길을 터 준다	Clear a path for it	水路を開けてやる	
ev.thawstream.r0	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		44	흙내 나는 물이 대야에 고였다. 끓이면 마실 수 있다. <b>(물 +2)</b>	Earthy-smelling water pooled in the basin. Boiled, it will do. <b>(water +2)</b>	土の匂いのする水がたらいに溜まった。沸かせば飲める。<b>(水 +2)</b>	
ev.thawstream.r1	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		42	막힌 곳을 터 주자 물이 제 길을 찾아갔다. 봄이 일하는 걸 잠깐 구경했다.	I cleared the blockage and the water found its own way. Watched spring do its work for a while.	詰まりを開けてやると、水は自分の道を見つけていった。春が働くのをしばらく眺めていた。	
ev.firstsprout.title	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		10	콘크리트 틈의 초록	Green in the Concrete	コンクリートの隙間の緑	
ev.firstsprout.text	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		38	갈라진 콘크리트 틈에서 새싹 하나가 올라왔다. 아무도 심지 않았는데.	A single sprout has pushed up through a crack in the concrete. Nobody planted it.	ひび割れたコンクリートの隙間から、芽が一つ顔を出した。誰も植えていないのに。	
ev.firstsprout.c0	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		17	💧 물을 나눠 준다 (물 1)	💧 Share some water (water 1)	💧 水を分けてやる (水 1)	
ev.firstsprout.c1	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		6	그대로 둔다	Leave it be	そのままにする	
ev.firstsprout.r0	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		28	물을 조금 부어 줬다. 내일도 있는지 볼 생각이다.	Poured a little water on it. I will check if it is still there tomorrow.	水を少しかけてやった。明日もあるか、見に来るつもりだ。	
ev.firstsprout.r0grew	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		54	물을 조금 부어 줬다. 며칠 뒤, 그 옆에서 먹을 만한 순이 올라왔다. <b>(식량 +1)</b>	Poured a little water on it. Days later, an edible shoot came up beside it. <b>(food +1)</b>	水を少しかけてやった。数日後、その横から食べられそうな芽が伸びてきた。<b>(食料 +1)</b>	
ev.firstsprout.r1	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		26	손대지 않았다. 저 혼자서도 여기까지 왔으니까.	Did not touch it. It made it this far on its own.	手は出さなかった。ひとりでここまで来たのだから。	
ev.returningbirds.title	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		7	돌아오는 새들	The Birds Return	帰ってくる鳥たち	
ev.returningbirds.text	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		41	하늘에 V자 행렬이 걸렸다. 북쪽으로 — 겨울이 정말로 물러갔다는 뜻이다.	A V of birds hangs in the sky, heading north — proof the winter has truly pulled back.	空にV字の列がかかった。北へ — 冬が本当に退いたという意味だ。	
ev.returningbirds.c0	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		5	올려다본다	Look up	見上げる	
ev.returningbirds.r0	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		46	행렬이 지붕 위를 지나 사라질 때까지 서 있었다. 소리는 한참 뒤에도 남아 있었다.	Stood there until the line passed over the roof and out of sight. The sound stayed long after.	列が屋根の上を過ぎて消えるまで、立って見ていた。鳴き声はずいぶんあとまで残っていた。	
ev.returningbirds.r0detail	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		42	망원경으로 좇았다. 앞선 놈이 지치면 뒷놈이 앞으로 나선다. 그렇게들 간다.	Followed them with the telescope. When the lead bird tires, the next one takes the front. That is how they go.	望遠鏡で追った。先頭のやつが疲れると、後ろのやつが前に出る。そうやって行くのだ。	
ev.meltreveal.title	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		9	눈이 두고 간 것	What the Snow Left Behind	雪が置いていったもの	
ev.meltreveal.text	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		51	눈이 걷힌 자리마다 겨우내 덮여 있던 것들이 드러났다. 마당 구석, 낯익지 않은 윤곽 하나.	Where the snow has drawn back, things buried all winter are showing. In the corner of the yard, an outline I do not recognize.	雪が引いた跡には、冬のあいだ覆われていたものが現れた。庭の隅に、見覚えのない輪郭が一つ。	
ev.meltreveal.c0	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		5	뒤져 본다	Dig it out	掘り出してみる	
ev.meltreveal.c1	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		5	두고 온다	Leave it	置いて帰る	
ev.meltreveal.r0	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말	{name}	40	젖고 얼었다 녹은 것치고는 쓸 만했다. <b>({name} +1)</b>	For something soaked and frozen and thawed, it held up. <b>({name} +1)</b>	濡れて凍って解けたわりには、使い物になった。<b>({name} +1)</b>	
ev.meltreveal.r1	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		30	누가 두고 간 건지 모른다. 임자가 돌아올지도 모르고.	No telling who left it. Its owner might still come back.	誰が置いていったのかは分からない。持ち主が戻ってくるかもしれないし。	
ev.beeswarm.title	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		7	창틀의 손님들	Guests at the Window	窓辺の客たち	
ev.beeswarm.text	인카운터(랜덤 사건) 본문·선택지 — 플레이어가 겪는 이야기	혼잣말·반말		63	창틀 밑에서 낮게 웅웅거리는 소리. 벌 몇 마리가 집 지을 자리를 보고 있다. 이 도시에 아직 벌이 남아 있었다.	A low hum under the windowsill. A few bees are scouting a place to build. So this city still has bees.	窓枠の下から低い羽音がする。蜂が数匹、巣を作る場所を探している。この街に、まだ蜂が残っていた。	
